Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
ZE|1237|64.039357|-149.159064|349.4|1237|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1238|64.045587|-149.172118|349.3|1238|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1239|64.053572|-149.184093|340.6|1239|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1240|64.06171|-149.193686|334.7|1240|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1241|64.070213|-149.200448|323.4|1241|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1242|64.078288|-149.204868|322.3|1242|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1243|64.084856|-149.218226|318.2|1243|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1244|64.092856|-149.228386|305.2|1244|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1245|64.101357|-149.23114|301.6|1245|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1246|64.109171|-149.241337|296.9|1246|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1247|64.116932|-149.24577|276.4|1247|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1248|64.126397|-149.247597|269.3|1248|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1249|64.133801|-149.25506|270.0|1249|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1250|64.14149|-149.269214|274.0|1250|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1251|64.149162|-149.277826|270.0|1251|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1252|64.157589|-149.285286|267.7|1252|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1253|64.166195|-149.290315|260.6|1253|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1254|64.174613|-149.29314|257.6|1254|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1255|64.18374|-149.300474|254.1|1255|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1256|64.193183|-149.299822|237.6|1256|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1257|64.201949|-149.299472|236.9|1257|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1258|64.210839|-149.299767|234.4|1258|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1259|64.217535|-149.289209|217.5|1259|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1260|64.21879|-149.272675|219.7|1260|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1261|64.222183|-149.24997|218.3|1261|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1262|64.228981|-149.236873|213.1|1262|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1263|64.235305|-149.224911|209.4|1263|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1264|64.242791|-149.211156|204.0|1264|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1265|64.250138|-149.197612|200.3|1265|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1266|64.257048|-149.183751|195.5|1266|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1267|64.260397|-149.165793|193.1|1267|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1268|64.26371|-149.14614|191.6|1268|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1269|64.267103|-149.127162|187.2|1269|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1270|64.273439|-149.113369|182.7|1270|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1271|64.281136|-149.103029|178.3|1271|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1272|64.289242|-149.092452|171.2|1272|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1273|64.29662|-149.082543|165.3|1273|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1274|64.304419|-149.071993|162.5|1274|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1275|64.311669|-149.060486|160.1|1275|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1276|64.319528|-149.047114|159.2|1276|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1277|64.326577|-149.036591|156.8|1277|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1278|64.334366|-149.04044|155.1|1278|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1279|64.343907|-149.044136|149.9|1279|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1280|64.352821|-149.042719|150.7|1280|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1281|64.361048|-149.046368|147.9|1281|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1282|64.368097|-149.032924|148.9|1282|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1283|64.375242|-149.027026|142.9|1283|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1284|64.383733|-149.017833|140.9|1284|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1285|64.392298|-149.012867|139.0|1285|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1286|64.401488|-149.014778|138.1|1286|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1287|64.409441|-149.021055|136.4|1287|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1288|64.41629|-149.032626|134.3|1288|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1289|64.424598|-149.036022|132.8|1289|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1290|64.431631|-149.046072|131.7|1290|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1291|64.440729|-149.053685|131.2|1291|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1292|64.449792|-149.053923|125.4|1292|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1293|64.457654|-149.051647|125.9|1293|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1294|64.467243|-149.053556|124.3|1294|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1295|64.473127|-149.069083|123.1|1295|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1296|64.478815|-149.082041|121.6|1296|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1297|64.488176|-149.077499|120.3|1297|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1298|64.496245|-149.071542|118.8|1298|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1299|64.504774|-149.071414|121.4|1299|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1300|64.513965|-149.071816|116.4|1300|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1301|64.522653|-149.067864|115.7|1301|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1302|64.531057|-149.074189|112.0|1302|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1303|64.537579|-149.083163|111.0|1303|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1304|64.549804|-149.083236|111.3|1304|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1305|64.556227|-149.097445|110.9|1305|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1306|64.563274|-149.1011|108.7|1306|2019-02-11T00:00:00|2019-03-26T23:59:59
